ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
ClayPigeonLarge,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ClayPigeonSmall,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ClayPotLarge,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ClayPotSmall,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
ThingFlinger,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
ExplodingBarrel,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Apple,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Pumpkin,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PumpkinTop,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Watermelon,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
GlassBeerBottleAmphetamade,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
GlassBeerBottleGutshot,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
GlassBeerBottleSugar,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
GumDropGreen,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
GumDropRed,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
PTargetRef_IPSCMini,Uncategorized,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
PTargetRef_IPSCRifle,Uncategorized,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
PTargetRef_IPSCSilhouette,Uncategorized,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
PTargetRef_IPSCStandard,Uncategorized,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
PTargetRef_Marksman,Uncategorized,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
PTargetRef_Splatter,Uncategorized,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
PTargetRef_TheOG,Uncategorized,Modern,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Peppermint,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Scooty,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SodaCanSarge,Target,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
StandingSteelDuelingTree,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCClassic,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCClassicBlue,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCClassicRed,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCMini,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCMiniBlue,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCMiniRed,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCSimple,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCSimpleBlue,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelIPSCSimpleRed,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelSpinner,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelTargetClassicPop,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelTargetMiniClassicPop,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelTargetMiniPepperPop,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelTargetPepperPop,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StandingSteelTargetSpeedPop,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlate10InchRound,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateGong,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateLargeDiamond,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateLargeSquare,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateRectangle,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateSmallDiamond,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateTombStoneLarge,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateTombStoneSmallA,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelPlateTombStoneSmallB,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SteelRodWithPlinth,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WalkerTarget25inch,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WalkerTarget35inch,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WalkerTarget475inch,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WoodStandeeSoldierLeft,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WoodStandeeSoldierRight,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
WoodStandeeUncleSpam,Target,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
AmmoPanel,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Camcorder,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
DingPack,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
UtilityFlashlight,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Glowstick,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Grapple,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Handcopter,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
FlipzoLighter,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
LockablePlatform,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Match,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Matchbox,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
RailCam,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Rangefinder7x25,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
RemoteGun,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
ShootingHoverbench,Tool,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TacticalCardboardBox,Tool,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
BaseBall,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
BookOfMoron,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Football,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HorseshoeClassicA,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HorseshoeClassicB,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HorseshoeClassicC,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
HorseshoeStand_Blue,Toy,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
HorseshoeStand_Red,Toy,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
TippyToyAnton,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyBernard,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyFred,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyGlurpy,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyJavier,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyJerry,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyOtis,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyRobert,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyWinston,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyAlThePaca,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyChesterTheCactus,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyCody,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyDarren,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyFelicia,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyFrancis,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyGary,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyR94C,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
TippyToyTommy,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
wwReward_Spectacles,Toy,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
3006SpringfieldStripperClip,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
303BritishStripperClip,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
35RemingtonStripperClip,Clip,WildWest,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
38TroundClip,Clip,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,None,None
75x54mmFrenchStripperClip,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
762x39mmStripperClip,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
762x51mmStripperClip,Clip,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
762x54mmRStripperClip,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
792x57mmStripperClip,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
C96MauserStripperClip,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
StripperClipM1907Roth,Clip,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,None,None,None
StripperClipM1912,Clip,WW1,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Speedloader12gauge_5Shot,SpeedLoader,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,None,None
Speedloader22WM6Shot,SpeedLoader,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Speedloader3576Shot,SpeedLoader,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Speedloader38Special6Shot,SpeedLoader,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Speedloader44-406Shot,SpeedLoader,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
Speedloader455Webley6Shot,SpeedLoader,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SpeedloaderLC22r,SpeedLoader,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SpeedloaderMammonth,SpeedLoader,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,None,None,None
SpeedloaderOTS38,SpeedLoader,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,None,None
SpeedloaderR8,SpeedLoader,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
SpeedloaderSW29,SpeedLoader,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
106x25mmRCartridgeSP,Cartridge,WildWest,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
106x25mmRCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
10mmAutoCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
10mmAutoCartridgeJHP,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
10mmAutoCartridgeTracer,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
10mmDSMCartridgeFrag,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
10mmDSMCartridgeMine,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
10mmDSMCartridgeSlugger,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
10mmDSMCartridgeSwarm,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
10mmDSMCartridgeTracer,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
10mmDSMCartridgeTruboPenetrator,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
10x27mmPulsed,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
Cartridge127x108mmAP,Cartridge,WW2,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge127x108mmAPIncendiary,Cartridge,WW2,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge127x108mmDouble,Cartridge,WW2,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge127x108mmFMJ,Cartridge,WW2,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge127x108mmIncendiary,Cartridge,WW2,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge127x108mmTracer,Cartridge,WW2,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
12GaugeShell00Buckshot,Cartridge,WildWest,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellCannonball,Cartridge,Modern,NonCombat,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellDragonsBreath,Cartridge,Modern,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellFlechette,Cartridge,Modern,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellFreedomfetti,Cartridge,Modern,NonCombat,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellNo2Buckshot,Cartridge,WildWest,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellNo4Buckshot,Cartridge,WildWest,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellRedFlare,Cartridge,PostWar,NonCombat,None,None,None,,,,None,Shotgun,None,None,None,None,None,None
12GaugeShellSlug,Cartridge,WW1,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellSWAG12FA,Cartridge,Modern,GroundedFictional,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellSWAG12HE,Cartridge,Modern,GroundedFictional,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
12GaugeShellTripleHit,Cartridge,Modern,GroundedFictional,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge12GaugeBelted000Buckshot,Cartridge,PostWar,Real,None,None,None,,,,None,Shotgun,None,None,None,None,None,None
Cartridge12GaugeBeltedFlechette,Cartridge,PostWar,Real,None,None,None,,,,None,Shotgun,None,None,None,None,None,None
Cartridge12GaugeBeltedSlug,Cartridge,PostWar,Real,None,None,None,,,,None,Shotgun,None,None,None,None,None,None
Cartridge12GaugeShortNo1Buckshot,Cartridge,PostWar,Real,None,None,None,,,,None,Shotgun,None,None,None,None,None,None
13_2mmTUFFMJ,Cartridge,WW1,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge_16Gauge_Buckshot,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge_16Gauge_DragonsBreath,Cartridge,Modern,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge_16Gauge_Freedomfetti,Cartridge,Modern,NonCombat,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge_16Gauge_Slug,Cartridge,WW1,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
177Pellet,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
20GaugeShellBuckshot,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
20GaugeShellDragonsBreath,Cartridge,Modern,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
20GaugeShellFreedomfetti,Cartridge,Modern,NonCombat,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
20GaugeShellSlug,Cartridge,WW1,Real,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge20x82mmFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge20x82mmHE,Cartridge,PostWar,Real,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
Cartridge22HornetFMJ,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
Cartridge22HornetJHP,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
Cartridge22HornetTracer,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
Cartridge22LongHVHP,Cartridge,PostWar,Real,None,None,None,,,,None,Tiny,None,None,None,None,None,None
Cartridge22LongSP,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Tiny,None,None,None,None,None,None
Cartridge22LongTracer,Cartridge,WW1,Real,None,None,None,,,,None,Tiny,None,None,None,None,None,None
22LRCartridgeHVHP,Cartridge,PostWar,Real,None,None,None,,,,None,Tiny,None,None,None,None,None,None
